City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,hasaki,35.7333,140.8333,29.22,91,100,6.11,JP,1691542017
284,lakatoro,-16.0999,167.4164,21.75,93,100,5.12,VU,1691542288
285,tralee,52.2704,-9.7026,15.81,98,98,2.16,IE,1691542228
286,olonkinbyen,70.9221,-8.7187,4.62,93,100,9.58,SJ,1691542018
287,yarmouth,41.7057,-70.2286,22.86,87,75,7.2,US,1691542213
288,afaahiti,-17.75,-149.2833,24.93,84,100,8.19,PF,1691541946
289,sandpoint,48.2766,-116.5533,27.7,45,75,2.06,US,1691542092
290,crane,31.3974,-102.3501,37.59,22,15,7.16,US,1691542211
291,mexico,15.0646,120.7198,29.84,69,40,1.61,PH,1691541698
292,cidreira,-30.1811,-50.2056,16.29,72,100,9.39,BR,1691542110
293,swakopmund,-22.6833,14.5333,13.47,85,100,1.34,NA,1691542288
294,choyr,46.3611,108.3611,19.98,56,19,5.9,MN,1691542093
295,lodwar,3.1191,35.5973,26.24,50,41,5.91,KE,1691542288
296,fort mcmurray,56.7268,-111.381,20.77,49,20,5.66,CA,1691542280
297,nogliki,51.8333,143.1667,16.39,74,95,3.3,RU,1691542288
298,kokpekty,48.75,82.4,18.51,83,100,1.46,KZ,1691542288
299,gurupi,-11.7292,-49.0686,26.63,33,0,2.38,BR,1691542288
300,muhos,64.808,25.9931,17.16,90,0,2.16,FI,1691542289
301,starodub,52.5844,32.7633,14.46,89,100,2.92,RU,1691542289
302,port macquarie,-31.4333,152.9167,18.27,55,0,2.04,AU,1691542079
303,hargeysa,9.56,44.065,21.13,55,75,12.77,SO,1691542289
304,tambura,5.6,27.4667,19.39,97,100,1.59,SS,1691542289
305,cockburn town,21.4612,-71.1419,28.76,86,1,7.79,TC,1691542195
306,patrasaer,23.2167,87.5167,24.6,94,100,4.46,IN,1691542289
307,naryn,41.4287,75.9911,13.16,65,76,1.37,KG,1691542289
308,bodo,67.28,14.405,20.25,63,20,7.72,NO,1691542289
309,walvis bay,-22.9575,14.5053,13.53,88,100,2.06,NA,1691542035
310,karratha,-20.7377,116.8463,24.38,32,0,4.1,AU,1691542244
311,remire-montjoly,4.9167,-52.2667,27.02,83,0,0.51,GF,1691542171
312,susuman,62.7833,148.1667,9.57,52,100,0.79,RU,1691542180
313,belaya kholunitsa,58.84,50.8528,13.29,98,10,1.82,RU,1691542289
314,zelenogorsk,56.1147,94.5861,19.44,73,69,0.28,RU,1691542289
315,lompoc,34.6391,-120.4579,22.66,81,100,3.09,US,1691542187
316,vilyuchinsk,52.9306,158.4028,20.15,55,66,1.5,RU,1691542028
317,nizhnyaya poyma,56.1622,97.1933,19.96,73,20,1.37,RU,1691542290
318,harstad,68.799,16.5293,21.66,82,100,1.56,NO,1691542290
319,torquay,50.4638,-3.5143,16.59,90,64,1.79,GB,1691542290
320,kirovsk,48.6375,38.6428,20.82,54,58,2.46,UA,1691542290
321,stari kuty,48.2709,25.1729,10.39,94,30,2.26,UA,1691542290
322,kayenta,36.7278,-110.2546,30.03,6,4,11.81,US,1691542290
323,akola,20.7333,77.0,23.96,86,100,3.31,IN,1691542290
324,onchan,54.1733,-4.4532,11.62,82,40,1.54,IM,1691542290
325,nabire,-3.3667,135.4833,29.03,65,87,1.67,ID,1691542290
326,dieppe,49.75,1.1667,16.22,92,100,0.45,FR,1691542290
327,menaka,15.9182,2.4022,28.85,61,100,2.87,ML,1691542290
328,inarajan village,13.2736,144.7484,29.66,86,50,4.47,GU,1691542290
329,freetown,8.484,-13.2299,24.95,90,66,3.49,SL,1691542291
330,berezovo,63.9381,65.0419,14.05,74,100,3.6,RU,1691542291
331,east london,-33.0153,27.9116,17.04,81,100,3.14,ZA,1691542211
332,ar rass,25.8694,43.4973,26.69,11,0,1.69,SA,1691542291
333,santa rosa del sur,7.9644,-74.0544,23.79,83,35,1.52,CO,1691542291
334,konarka,19.9,86.1167,28.22,71,90,3.29,IN,1691542291
335,kayangel,8.0823,134.7173,27.6,76,100,6.36,PW,1691542195
336,hilo,19.7297,-155.09,29.04,76,100,2.06,US,1691542101
337,fairfield,41.2668,-73.3162,23.25,66,0,4.63,US,1691542291
338,joshimath,30.5667,79.5667,22.08,93,83,0.17,IN,1691542291
339,mejit,10.2753,170.8646,28.4,72,100,6.16,MH,1691542291
340,shijiang,27.0819,110.7933,27.16,88,98,0.43,CN,1691542291
341,caconda,-13.7333,15.0667,13.85,54,5,0.69,AO,1691542291
342,dakoutun,39.5833,117.2289,25.41,84,100,2.04,CN,1691542291
343,vanimo,-2.6741,141.3028,29.14,67,49,2.35,PG,1691542224
344,el abiodh sidi cheikh,32.893,0.5484,29.27,18,2,2.98,DZ,1691542292
345,campbell river,50.0163,-125.2446,17.74,100,100,3.6,CA,1691542197
346,gazli,40.1333,63.45,26.63,37,0,3.32,UZ,1691542292
347,colonia,50.9333,6.95,16.14,89,100,3.09,DE,1691541970
348,kidal,18.4411,1.4078,29.98,48,82,2.15,ML,1691542208
349,mesquite,32.7668,-96.5992,37.97,45,0,5.66,US,1691542285
350,muisne,0.6,-80.0333,25.52,85,100,3.44,EC,1691542292
351,oulmes,33.4258,-6.0014,26.86,33,78,1.1,MA,1691542292
352,laguna,38.421,-121.4238,34.49,42,0,6.17,US,1691542190
353,fada,9.5667,8.3,19.51,99,85,1.04,NG,1691542292
354,khash,28.2211,61.2158,24.53,23,0,1.33,IR,1691542292
355,strezhevoy,60.7333,77.5889,16.38,66,100,2.85,RU,1691542292
356,chikwawa,-16.0335,34.8009,16.27,79,1,0.71,MW,1691542292
357,sharan,54.8167,54.0,14.02,96,3,3.29,RU,1691542293
358,bernkastel-kues,49.9167,7.0667,15.47,100,75,2.57,DE,1691542293
359,alaghsas,17.0187,8.0168,29.1,56,75,2.34,NE,1691542293
360,formosa do rio preto,-11.0483,-45.1931,24.19,40,0,1.24,BR,1691542293
361,labuan,5.2767,115.2417,27.2,83,20,1.03,MY,1691542035
362,kota kinabalu,5.9749,116.0724,28.99,65,20,2.24,MY,1691542293
363,gorontalo,0.5412,123.0595,29.55,64,66,3.92,ID,1691542293
364,mazagao,-0.115,-51.2894,26.03,95,89,2.51,BR,1691542293
365,mont-laurier,46.5501,-75.4993,18.79,94,100,3.18,CA,1691542293
366,bandon,51.7469,-8.7425,15.77,98,34,2.01,IE,1691542293
367,pandan,14.0453,124.1694,30.78,68,40,3.64,PH,1691542293
368,yanchep,-31.55,115.6833,12.01,63,3,3.32,AU,1691542293
369,belo sur tsiribihina,-19.7,44.55,16.45,80,0,0.73,MG,1691542293
370,igarka,67.4667,86.5833,17.38,63,48,2.75,RU,1691542293
371,international falls,48.6011,-93.411,18.97,88,0,1.54,US,1691542294
372,ola,59.5833,151.2833,17.86,52,67,2.03,RU,1691542180
373,fortuna,40.5982,-124.1573,18.51,77,0,5.14,US,1691542250
374,onega,63.9061,38.1404,13.99,83,0,3.67,RU,1691542294
375,chiang rai,19.9167,99.9167,24.18,100,75,1.54,TH,1691542294
376,oranjemund,-28.55,16.4333,11.93,93,4,4.51,NA,1691542218
377,yeppoon,-23.1333,150.7333,20.88,68,5,6.92,AU,1691542294
378,manzanillo,20.3433,-77.1167,28.46,79,84,2.89,CU,1691542294
379,kingscliff,-28.2667,153.5667,20.53,59,75,4.63,AU,1691542205
380,swift current,50.2834,-107.8014,23.45,40,20,3.6,CA,1691542294
381,sibu,2.3,111.8167,26.17,88,20,1.54,MY,1691542294
382,bozdar wada,27.1828,68.636,30.02,65,91,5.56,PK,1691542294
383,ararat,39.8317,44.7049,26.19,43,0,1.82,AM,1691542294
384,st. john's,47.5649,-52.7093,13.21,89,100,3.6,CA,1691542223
385,port douglas,-16.4833,145.4667,22.92,69,27,7.42,AU,1691542222
386,macon,39.8667,-88.9668,27.03,61,20,2.57,US,1691542295
387,janeng,-25.4167,25.55,6.8,26,91,2.6,BW,1691542296
388,riohacha,11.5444,-72.9072,29.06,84,40,2.57,CO,1691542296
389,tual,-5.6667,132.75,25.49,81,33,9.05,ID,1691542174
390,ilhabela,-23.7781,-45.3581,19.81,94,100,4.34,BR,1691542296
391,hotan,37.0997,79.9269,25.77,38,57,2.01,CN,1691542296
392,bulayevo,54.9056,70.4439,18.15,52,100,2.43,KZ,1691542296
393,vila velha,-20.3297,-40.2925,22.97,88,40,6.69,BR,1691542206
394,chibougamau,49.9168,-74.3659,11.79,100,100,4.12,CA,1691542173
395,sabang,5.8933,95.3214,28.32,76,100,6.08,ID,1691542247
396,levoca,49.0217,20.5921,11.07,85,96,1.56,SK,1691542296
397,richfield,44.8833,-93.283,27.12,50,0,4.63,US,1691542296
398,codrington,-38.2667,141.9667,13.41,65,0,8.79,AU,1691542210
399,badiyah,22.45,58.8,28.82,55,0,2.85,OM,1691542297
400,prince rupert,54.3161,-130.3201,15.05,94,100,3.6,CA,1691542202
401,fomboni,-12.28,43.7425,24.67,76,100,8.1,KM,1691542297
402,malabar,-33.9667,151.25,19.46,63,0,4.12,AU,1691542297
403,horta,38.5333,-28.6333,23.9,94,100,8.49,PT,1691542129
404,acajutla,13.5928,-89.8275,28.28,82,52,1.38,SV,1691542297
405,krumovgrad,41.4667,25.65,19.47,65,0,2.39,BG,1691542297
406,funadhoo,6.15,73.2667,27.73,79,100,6.07,MV,1691542297
407,severo-yeniseyskiy,60.3725,93.0408,13.9,87,6,1.6,RU,1691542181
408,bukama,-9.2,25.85,21.06,39,5,0.91,CD,1691542297
409,kula,38.5473,28.6498,18.27,79,0,1.34,TR,1691542297
410,ostersund,63.1792,14.6357,11.25,100,75,8.75,SE,1691542297
411,tura,25.5198,90.2201,23.64,97,100,2.15,IN,1691542225
412,pyhajarvi,67.0701,27.2176,15.68,98,13,1.94,FI,1691542297
413,college,64.8569,-147.8028,18.66,88,100,2.06,US,1691542187
414,sankheda,22.1667,73.5833,26.88,84,100,4.23,IN,1691542297
415,karimganj,24.8667,92.35,24.99,98,100,0.31,IN,1691542298
416,sudden valley,48.7229,-122.3466,24.31,75,100,2.57,US,1691542298
417,xai-xai,-25.0519,33.6442,16.97,84,0,2.51,MZ,1691542298
418,kerikeri,-35.2268,173.9474,15.51,72,95,0.89,NZ,1691542190
419,atar,20.5169,-13.0499,32.06,22,0,2.75,MR,1691542298
420,callao,-12.0667,-77.15,21.51,73,0,6.69,PE,1691542298
421,kotlas,61.2611,46.6556,12.82,96,12,0.9,RU,1691542298
422,borba,-4.3878,-59.5939,27.53,51,1,0.99,BR,1691542201
423,pangoa,-12.1167,-73.0,22.26,80,59,1.14,PE,1691542298
424,boguchany,58.3814,97.4531,20.42,58,10,0.86,RU,1691542298
425,acarau,-2.8856,-40.12,25.78,81,100,7.34,BR,1691542178
426,seryshevo,51.0933,128.3786,20.38,70,100,5.14,RU,1691542298
427,san ramon de la nueva oran,-23.1322,-64.326,16.9,41,1,1.49,AR,1691542298
428,bloomfield,40.8068,-74.1854,24.25,67,0,6.17,US,1691542262
429,san miguel de salcedo,-1.0333,-78.5667,12.19,71,75,6.69,EC,1691542298
430,tamiahua,21.2667,-97.45,28.93,82,0,5.35,MX,1691542299
431,mogocha,53.7333,119.7667,22.96,42,8,1.38,RU,1691542299
432,ivankiv,50.9386,29.8943,12.12,79,96,2.48,UA,1691542299
433,richards bay,-28.783,32.0377,19.16,78,90,6.26,ZA,1691542161
434,concepcion,-36.827,-73.0498,11.89,94,0,2.06,CL,1691542150
435,san juan,-31.5375,-68.5364,15.32,23,100,0.94,AR,1691542299
436,babat,-7.1128,112.1635,26.13,63,0,2.42,ID,1691542299
437,happy valley-goose bay,53.3168,-60.3315,17.17,72,75,1.54,CA,1691542299
438,islamkot,24.6997,70.177,27.86,76,100,7.27,PK,1691542299
439,opuwo,-18.0607,13.84,15.18,36,5,0.78,NA,1691542299
440,qarauyl,48.9451,79.255,18.39,77,100,1.53,KZ,1691542299
441,tynda,55.1667,124.7167,21.53,56,100,1.26,RU,1691542299
442,aplahoue,6.9333,1.6833,22.42,96,99,2.46,BJ,1691542299
443,thohoyandou,-22.9456,30.485,12.02,56,0,1.34,ZA,1691542299
444,piet retief,-27.0071,30.8132,6.69,57,76,1.02,ZA,1691542299
445,scottsdale,33.5092,-111.899,41.95,26,0,6.17,US,1691542037
446,dryden,49.7833,-92.7503,19.16,68,0,2.57,CA,1691542189
447,hinton,53.4001,-117.5857,17.28,78,100,0.78,CA,1691542300
448,caldwell,43.6629,-116.6874,29.55,39,0,2.57,US,1691542130
449,pacific grove,36.6177,-121.9166,21.88,78,40,4.12,US,1691542193
450,fougamou,-1.2154,10.5838,20.68,83,81,0.86,GA,1691542300
451,onokhoy,51.932,108.0747,18.86,85,100,1.49,RU,1691542300
452,paredon,16.0333,-93.8667,29.49,77,3,3.42,MX,1691542073
453,bandarbeyla,9.4942,50.8122,24.05,78,100,12.31,SO,1691542300
454,port augusta,-32.5,137.7667,17.65,29,0,9.93,AU,1691542182
455,beyla,8.6833,-8.6333,19.83,99,99,1.49,GN,1691542300
456,wanning,18.8003,110.3967,30.63,66,100,5.46,CN,1691542300
457,ekibastuz,51.6667,75.3667,21.45,40,7,1.63,KZ,1691542300
458,progreso,21.2833,-89.6667,28.6,82,6,7.25,MX,1691542300
459,betio village,1.358,172.9211,30.02,74,80,3.24,KI,1691542191
460,pyapon,16.2833,95.6833,26.68,82,100,5.86,MM,1691542300
461,kirakira,-10.4544,161.9205,26.25,85,100,3.58,SB,1691542253
462,soio,-6.1349,12.3689,21.24,91,8,2.61,AO,1691542300
463,mount isa,-20.7333,139.5,23.87,33,7,6.17,AU,1691542225
464,porto santo stefano,42.4338,11.1237,16.79,61,100,4.09,IT,1691542300
465,kotel'nich,58.3089,48.348,12.57,97,11,1.77,RU,1691542300
466,villa mercedes,-33.6757,-65.4578,12.66,29,0,2.65,AR,1691542096
467,twon-brass,4.3151,6.2418,25.23,85,22,5.51,NG,1691542300
468,tarrafal,15.2833,-23.7667,26.44,72,97,4.7,CV,1691542301
469,dunavarsany,47.2786,19.0662,13.36,58,18,2.53,HU,1691542301
470,bodaybo,57.8506,114.1933,24.06,55,6,0.72,RU,1691542207
471,tunja,5.5353,-73.3678,8.47,94,20,1.78,CO,1691541860
472,turpan,42.9333,89.1667,32.35,30,0,2.07,CN,1691542039
473,dhidhdhoo,6.8833,73.1,27.9,78,100,6.66,MV,1691542301
474,ponta delgada,37.7333,-25.6667,23.4,83,40,5.66,PT,1691542031
475,orvieto,42.7195,12.1116,18.18,65,100,0.61,IT,1691542301
476,palikir - national government center,6.9248,158.1611,27.47,83,100,6.17,FM,1691542301
477,uliastay,47.7417,96.8444,14.49,86,100,0.92,MN,1691542301
478,lishu,43.3047,124.3278,22.37,80,22,3.49,CN,1691542301
479,kissidougou,9.1848,-10.0999,20.78,99,100,2.29,GN,1691542301
480,gambiran satu,-8.3939,114.1464,23.96,79,50,1.81,ID,1691542301
481,nizhnesortymskiy,62.4397,71.7603,13.55,79,100,7.03,RU,1691542301
482,mindelo,16.8901,-24.9804,25.75,69,20,6.69,CV,1691542301
483,greymouth,-42.4667,171.2,9.94,62,33,1.59,NZ,1691542158
484,nsanje,-16.92,35.262,15.76,75,0,0.35,MW,1691542301
485,taihecun,45.8,130.85,23.76,75,81,1.76,CN,1691542301
486,albertina,-22.2008,-46.6158,15.13,83,12,2.25,BR,1691542302
487,leh,34.1667,77.5833,16.8,41,4,1.75,IN,1691542302
488,male,4.1748,73.5089,28.97,79,75,5.14,MV,1691542217
489,dombarovskiy,50.7587,59.5386,16.86,93,0,3.08,RU,1691542078
490,lafiagi,8.8667,5.4167,22.57,96,97,1.62,NG,1691542302
491,mongo,12.1844,18.693,22.29,94,100,1.97,TD,1691542302
492,ataq,14.5377,46.8319,25.58,52,78,4.68,YE,1691542302
493,turtas,58.9417,69.1325,16.29,81,100,1.83,RU,1691542302
494,aliveri,38.4167,24.0333,25.16,71,2,6.7,GR,1691542302
495,athens,37.9795,23.7162,26.48,62,40,4.92,GR,1691542203
496,puerto armuelles,8.2833,-82.8667,27.99,91,100,1.34,PA,1691542003
497,avarua,-21.2078,-159.775,24.03,64,40,5.14,CK,1691541954
498,hastings,50.8552,0.5729,16.86,49,100,3.34,GB,1691542302
499,ketchikan,55.3422,-131.6461,16.26,88,100,3.6,US,1691542302
500,la sarre,48.8002,-79.1996,17.37,79,22,2.18,CA,1691542177
501,la gi,10.6667,107.7833,27.1,82,0,3.48,VN,1691542302
502,talladega,33.4359,-86.1058,23.9,94,0,0.0,US,1691542135
503,charters towers,-20.1,146.2667,22.89,34,77,6.35,AU,1691542302
504,centralia,46.7162,-122.9543,29.13,47,0,3.09,US,1691542302
505,bredy,52.4153,60.3411,15.75,95,100,4.05,RU,1691542303
506,i-n-salah,27.1935,2.4607,35.94,17,0,9.6,DZ,1691542303
507,dompu,-8.5356,118.4622,26.96,63,17,2.4,ID,1691542303
508,broken hill,-31.95,141.4333,17.08,33,10,7.86,AU,1691542207
509,las animas,-39.8087,-73.2182,9.08,89,100,0.83,CL,1691542303
510,dalandzadgad,43.5708,104.425,26.19,33,17,7.41,MN,1691542243
511,amga,60.8953,131.9608,19.8,36,55,4.54,RU,1691542080
512,polessk,54.862,21.1028,12.03,81,100,5.45,RU,1691542303
513,el granada,37.5027,-122.4694,27.8,79,100,7.2,US,1691542303
514,al burayqah,30.4062,19.5739,26.07,67,0,7.27,LY,1691542303
515,horodok,49.1637,26.5839,12.28,91,16,2.34,UA,1691542303
516,mhangura,-16.8939,30.1683,11.53,62,0,1.68,ZW,1691542303
517,namdrik,5.5994,168.1028,28.21,71,100,2.28,MH,1691542231
518,akureyri,65.6835,-18.0878,8.96,53,0,3.6,IS,1691542264
519,danane,7.2596,-8.155,21.67,99,100,1.56,CI,1691542303
520,agadez,19.75,10.25,30.94,41,0,4.19,NE,1691542303
521,khovd,48.0056,91.6419,20.43,50,61,0.97,MN,1691542042
522,barcelos,41.5388,-8.6151,22.18,91,26,1.4,PT,1691542303
523,zanjan,36.6736,48.4787,19.09,60,0,2.3,IR,1691542303
524,sao joao do paraiso,-15.3136,-42.0144,18.9,62,4,2.02,BR,1691542304
525,poso,-1.3959,120.7524,28.68,65,28,1.66,ID,1691542304
526,shiguai,40.7058,110.2856,27.05,40,97,1.07,CN,1691542304
527,connell,46.6635,-118.8611,32.09,32,98,3.86,US,1691542304
528,ca mau,9.1769,105.15,29.8,66,17,4.18,VN,1691542304
529,roma,43.2128,-75.4557,19.42,98,100,7.2,US,1691542265
530,lata,40.1629,-8.3327,21.07,86,0,0.71,PT,1691542184
531,de aar,-30.6497,24.0123,9.32,71,4,5.3,ZA,1691542304
532,pointe aux piments,-20.0628,57.5131,20.31,74,0,5.61,MU,1691542304
533,birobidzhan,48.8,132.95,18.41,83,100,2.78,RU,1691542304
534,buchanan,5.8808,-10.0467,24.72,90,100,4.79,LR,1691542304
535,kolonia town,6.964,158.206,28.06,83,100,6.17,FM,1691542304
536,zeya,53.75,127.2667,25.18,43,100,2.56,RU,1691542304
537,la'ie,21.6477,-157.9253,31.98,68,34,2.24,US,1691542304
538,labasa,-16.4167,179.3833,27.54,68,100,1.24,FJ,1691542028
539,pedro ii,-4.4247,-41.4586,22.87,47,70,2.55,BR,1691542304
540,hammerfest,70.6634,23.6821,23.25,73,1,2.57,NO,1691542175
541,zemio,5.0314,25.1361,20.13,97,100,0.46,CF,1691542241
542,sihanoukville,10.6093,103.5296,28.97,84,40,3.09,KH,1691542304
543,cole harbour,44.6724,-63.4751,19.97,93,100,8.23,CA,1691542305
544,bel ombre,-4.6167,55.4167,24.91,83,20,4.12,SC,1691542189
545,tommot,58.9564,126.2925,21.13,52,6,3.52,RU,1691542305
546,bihpuriagaon,27.0333,93.9,28.08,96,100,1.55,IN,1691542305
547,kijang,35.2442,129.2139,24.85,95,100,8.7,KR,1691542305
548,newport,51.5877,-2.9984,16.92,90,71,2.1,GB,1691542305
549,nurmahal,31.0964,75.5967,25.54,73,100,1.02,IN,1691542305
550,puerto penasco,31.3167,-113.5333,32.17,71,9,4.92,MX,1691542305
551,ambovombe,-25.1667,46.0833,18.17,89,2,2.86,MG,1691542305
552,moussoro,13.6408,16.4901,28.23,63,100,3.14,TD,1691542305
553,hanceville,34.0607,-86.7675,23.68,93,0,1.88,US,1691542305
554,hassi messaoud,31.6804,6.0729,30.92,22,0,2.06,DZ,1691542216
555,bargaal,11.2864,51.0773,27.03,63,100,11.2,SO,1691542305
556,xinzhi,36.4989,111.7047,29.12,48,100,0.91,CN,1691542305
557,xuddur,4.1213,43.8894,20.58,81,19,8.08,SO,1691542305
558,cumnock,55.4544,-4.2664,11.33,95,99,2.03,GB,1691542305
559,boa vista,2.8197,-60.6733,24.99,88,20,1.54,BR,1691542305
560,razole,16.4833,81.8333,26.59,78,100,1.72,IN,1691542306
561,tolanaro,-25.0319,46.9987,19.04,94,40,3.09,MG,1691542172
562,korla,41.7597,86.1469,27.2,26,0,1.95,CN,1691542306
563,chimore,-16.9833,-65.1333,25.26,57,83,0.74,BO,1691542306
564,huarmey,-10.0681,-78.1522,19.83,82,100,4.21,PE,1691542254
565,bubaque,11.2833,-15.8333,26.91,82,100,3.62,GW,1691542306
566,tadjourah,12.0,42.5,30.51,44,98,5.46,DJ,1691542306
567,parker,32.7668,-97.8003,38.23,33,88,1.34,US,1691542195
568,maxixe,-23.8597,35.3472,18.47,74,0,3.92,MZ,1691542306
569,toamasina,-18.1667,49.3833,19.0,94,40,2.57,MG,1691542306
570,arish,31.1316,33.7984,25.56,71,7,1.84,EG,1691542306
